"codcli","Cliente","codven","Comercial","Cidade","status","Vendas","Frequencia","Ult_Compra"
"46720","Cliente_46720","38","Junior","RECIFE - PE - Brasil","A","4095.00","1","2025-02-24"
"45821","Cliente_45821","19","Evandro","GAMELEIRA - PE - Brasil","A","4090.00","1","2024-12-01"
"41760","Cliente_41760","48","Flavio","CONDADO - PE - Brasil","A","4090.00","4","2025-02-28"
"16208","Cliente_16208","41","Edson","RECIFE - PE - Brasil","A","4090.00","16","2025-02-27"
"3799","Cliente_3799","25","Gilmar","CAMARAGIBE - PE - Brasil","A","4089.00","9","2024-12-18"
"44000","Cliente_44000","21","Edilson","SERRA TALHADA - PE - Brasil","A","4080.00","2","2024-12-28"
"32624","Cliente_32624","41","Edson","ITAQUITINGA - PE - Brasil","A","4075.00","1","2024-10-21"
"38606","Cliente_38606","21","Edilson","ARCOVERDE - PE - Brasil","E","4070.00","3","2025-02-24"
"11807","Cliente_11807","25","Gilmar","RECIFE - PE - Brasil","A","4067.00","17","2025-02-25"
"66","Cliente_66","34","Denny","PAUDALHO - PE - Brasil","I","4060.00","2","2024-08-24"
"24321","Cliente_24321","38","Junior","CABO DE SANTO AGOSTINHO - PE - Brasil","E","4060.00","2","2025-02-05"
"29542","Cliente_29542","41","Edson","RECIFE - PE - Brasil","A","4056.00","19","2025-02-27"
"11994","Cliente_11994","16","Adelmo","JABOATAO DOS GUARARAPES - PE - Brasil","A","4050.00","6","2025-01-10"
"33339","Cliente_33339","51","Eraldo","MOSSORO - RN - Brasil","A","4045.00","2","2024-09-20"
"46787","Cliente_46787","21","Edilson","SAO CRISTOVAO - SE - Brasil","N","4043.00","1","2025-02-28"
"124","Cliente_124","38","Junior","OLINDA - PE - Brasil","I","4040.00","2","2024-07-14"
"46486","Cliente_46486","38","Junior","RECIFE - PE - Brasil","A","4040.00","1","2025-02-03"
"43824","Cliente_43824","28","Rodrigues","PALMARES - PE - Brasil","A","4040.00","2","2024-09-13"
"45065","Cliente_45065","48","Flavio","JABOATAO DOS GUARARAPES - PE - Brasil","A","4040.00","2","2024-10-28"
"27691","Cliente_27691","41","Edson","OLINDA - PE - Brasil","A","4037.00","4","2025-02-11"
"28958","Cliente_28958","23","Valter","ARCOVERDE - PE - Brasil","A","4023.00","3","2024-10-24"
"37312","Cliente_37312","8","Jonas","CABO DE SANTO AGOSTINHO - PE - Brasil","A","4020.00","4","2024-12-13"
"184478","Cliente_184478","25","Gilmar","AGUA PRETA - PE - Brasil","A","4005.00","7","2024-12-02"
"2978","Cliente_2978","42","Otavio","PEDRA DE FOGO - PB - Brasil","A","4000.00","5","2025-02-22"
"37339","Cliente_37339","16","Adelmo","RECIFE - PE - Brasil","E","4000.00","4","2025-02-17"
"6296","Cliente_6296","16","Adelmo","CABO DE SANTO AGOSTINHO - PE - Brasil","A","3990.00","4","2024-11-16"
"37299","Cliente_37299","42","Otavio","RECIFE - PE - Brasil","A","3982.00","4","2025-02-02"
"46396","Cliente_46396","28","Rodrigues","ITAGIBA - BA - Brasil","A","3976.69","2","2025-01-25"
"183431","Cliente_183431","19","Evandro","RECIFE - PE - Brasil","*","3976.00","7","2025-02-28"
"45248","Cliente_45248","42","Otavio","ABREU E LIMA - PE - Brasil","A","3972.00","1","2024-10-06"
"4981","Cliente_4981","19","Evandro","PASSIRA - PE - Brasil","A","3972.00","2","2025-02-12"
"37707","Cliente_37707","28","Rodrigues","PAULISTA - PE - Brasil","A","3969.00","1","2025-01-26"
"117680","Cliente_117680","6","Almir","SAO JOSE DE RIBAMAR - MA - Brasil","*","3967.41","2","2024-11-16"
"6334","Cliente_6334","16","Adelmo","JABOATAO DOS GUARARAPES - PE - Brasil","A","3963.00","5","2025-02-23"
"28635","Cliente_28635","48","Flavio","IGARASSU - PE - Brasil","A","3963.00","8","2025-02-10"
"38929","Cliente_38929","51","Eraldo","VITORIA DE SANTO ANTAO - PE - Brasil","A","3961.00","6","2025-01-20"
"41886","Cliente_41886","25","Gilmar","RECIFE - PE - Brasil","A","3951.00","5","2024-11-24"
"10700","Cliente_10700","51","Eraldo","JABOATAO DOS GUARARAPES - PE - Brasil","A","3947.00","6","2025-02-12"
"44180","Cliente_44180","42","Otavio","RECIFE - PE - Brasil","I","3939.00","3","2024-07-04"
"11343","Cliente_11343","41","Edson","SURUBIM - PE - Brasil","A","3933.00","5","2025-02-18"
"6666","Cliente_6666","41","Edson","RECIFE - PE - Brasil","A","3932.00","19","2025-02-25"
"46657","Cliente_46657","25","Gilmar","RECIFE - PE - Brasil","A","3930.00","2","2025-02-24"
"7404","Cliente_7404","23","Valter","ARCOVERDE - PE - Brasil","E","3929.06","3","2025-01-28"
"31725","Cliente_31725","25","Gilmar","IGARASSU - PE - Brasil","A","3927.00","3","2024-11-11"
"9927","Cliente_9927","48","Flavio","RECIFE - PE - Brasil","A","3925.00","5","2025-02-28"
"13877","Cliente_13877","21","Edilson","RECIFE - PE - Brasil","A","3922.00","6","2025-02-13"
"14169","Cliente_14169","48","Flavio","SALGUEIRO - PE - Brasil","E","3920.00","2","2025-02-22"
"228","Cliente_228","38","Junior","SANTA MARIA DO CAMBUCA - PE - Brasil","A","3912.00","3","2025-02-25"
"46237","Cliente_46237","19","Evandro","RECIFE - PE - Brasil","A","3908.00","9","2025-02-20"
"182655","Cliente_182655","50","Rocha","JABOATAO DOS GUARARAPES - PE - Brasil","A","3905.00","2","2024-12-01"
"13644","Cliente_13644","28","Rodrigues","RECIFE - PE - Brasil","A","3902.00","7","2025-02-26"
"46149","Cliente_46149","38","Junior","FREI MIGUELINHO - PE - Brasil","A","3900.00","1","2024-12-28"
"46188","Cliente_46188","16","Adelmo","ARACAJU - SE - Brasil","P","3893.40","2","2024-12-31"
"45059","Cliente_45059","25","Gilmar","JABOATAO DOS GUARARAPES - PE - Brasil","A","3885.00","4","2024-11-10"
"40428","Cliente_40428","38","Junior","RECIFE - PE - Brasil","A","3884.00","1","2025-01-19"
"28446","Cliente_28446","51","Eraldo","RECIFE - PE - Brasil","A","3880.00","10","2025-02-26"
"46581","Cliente_46581","23","Valter","JOAO PESSOA - PB - Brasil","A","3873.60","2","2025-02-17"
"26741","Cliente_26741","48","Flavio","JABOATAO DOS GUARARAPES - PE - Brasil","I","3872.00","2","2024-07-19"
"5481","Cliente_5481","16","Adelmo","JABOATAO DOS GUARARAPES - PE - Brasil","I","3870.00","1","2024-07-06"
"3699","Cliente_3699","28","Rodrigues","IPOJUCA - PE - Brasil","A","3862.00","2","2025-02-09"
"37567","Cliente_37567","19","Evandro","JABOATAO DOS GUARARAPES - PE - Brasil","A","3860.00","4","2024-09-03"
"260208","Cliente_260208","3","AdelmoAS","MAUA - SP - Brasil","N","3859.97","3","2025-02-04"
"27836","Cliente_27836","41","Edson","CARPINA - PE - Brasil","I","3856.00","3","2024-07-31"
"29253","Cliente_29253","8","Jonas","SAO JOSE DA COROA GRANDE - PE - Brasil","A","3850.00","3","2025-01-18"
"33033","Cliente_33033","48","Flavio","CARUARU - PE - Brasil","E","3850.00","2","2025-01-10"
"983","Cliente_983","51","Eraldo","BODOCO - PE - Brasil","E","3844.00","3","2024-12-14"
"9202","Cliente_9202","48","Flavio","SAO LOURENCO DA MATA - PE - Brasil","I","3830.00","2","2024-07-26"
"45690","Cliente_45690","50","Rocha","RECIFE - PE - Brasil","A","3830.00","1","2024-11-14"
"44379","Cliente_44379","48","Flavio","GOIANA - PE - Brasil","I","3816.00","2","2024-07-21"
"46035","Cliente_46035","28","Rodrigues","RECIFE - PE - Brasil","A","3810.00","1","2024-12-17"
"43429","Cliente_43429","28","Rodrigues","PAUDALHO - PE - Brasil","A","3803.00","2","2024-09-23"
"45858","Cliente_45858","48","Flavio","SERRA TALHADA - PE - Brasil","A","3800.00","1","2024-12-03"
"181807","Cliente_181807","28","Rodrigues","CABO DE SANTO AGOSTINHO - PE - Brasil","E","3800.00","1","2024-12-24"
"27949","Cliente_27949","41","Edson","ARACOIABA - PE - Brasil","A","3799.90","7","2025-01-11"
"32910","Cliente_32910","25","Gilmar","JABOATAO DOS GUARARAPES - PE - Brasil","A","3794.00","14","2025-02-18"
"181004","Cliente_181004","41","Edson","CONDADO - PE - Brasil","E","3793.00","6","2025-02-11"
"1698","Cliente_1698","25","Gilmar","SIRINHAEM - PE - Brasil","A","3790.00","3","2024-10-26"
"30867","Cliente_30867","41","Edson","OLINDA - PE - Brasil","I","3790.00","1","2024-09-02"
"17329","Cliente_17329","25","Gilmar","JABOATAO DOS GUARARAPES - PE - Brasil","E","3785.00","7","2025-02-20"
"185721","Cliente_185721","41","Edson","JABOATAO DOS GUARARAPES - PE - Brasil","P","3784.00","4","2024-10-19"
"2161","Cliente_2161","25","Gilmar","TIMBAUBA - PE - Brasil","A","3781.00","3","2024-12-10"
"43122","Cliente_43122","8","Jonas","PAULISTA - PE - Brasil","A","3780.00","4","2025-02-27"
"17024","Cliente_17024","25","Gilmar","SAO LOURENCO DA MATA - PE - Brasil","A","3780.00","3","2025-02-16"
"46429","Cliente_46429","51","Eraldo","PAULISTA - PE - Brasil","A","3775.00","1","2025-01-27"
"46175","Cliente_46175","34","Denny","RECIFE - PE - Brasil","A","3775.00","1","2024-12-30"
"33935","Cliente_33935","19","Evandro","JABOATAO DOS GUARARAPES - PE - Brasil","A","3770.00","2","2025-02-20"
"182814","Cliente_182814","34","Denny","ABREU E LIMA - PE - Brasil","A","3764.00","2","2025-01-03"
"46620","Cliente_46620","42","Otavio","CATENDE - PE - Brasil","A","3760.00","2","2025-02-19"
"27372","Cliente_27372","42","Otavio","LAGOA DE ITAENGA - PE - Brasil","A","3759.00","4","2024-12-09"
"22315","Cliente_22315","25","Gilmar","OLINDA - PE - Brasil","A","3758.00","4","2025-01-17"
"23283","Cliente_23283","26","Carlos Augusto","JABOATAO DOS GUARARAPES - PE - Brasil","*","3758.00","6","2025-02-22"
"24396","Cliente_24396","48","Flavio","IPOJUCA - PE - Brasil","A","3757.00","3","2024-12-03"
"187335","Cliente_187335","8","Jonas","RIO FORMOSO - PE - Brasil","P","3750.00","5","2024-10-30"
"45740","Cliente_45740","48","Flavio","CABO DE SANTO AGOSTINHO - PE - Brasil","A","3750.00","1","2024-11-23"
"17749","Cliente_17749","42","Otavio","RECIFE - PE - Brasil","A","3742.00","2","2025-02-26"
"46578","Cliente_46578","51","Eraldo","CARUARU - PE - Brasil","A","3740.00","1","2025-02-11"
"25698","Cliente_25698","42","Otavio","JABOATAO DOS GUARARAPES - PE - Brasil","A","3732.00","4","2025-02-18"
"28218","Cliente_28218","50","Rocha","JABOATAO DOS GUARARAPES - PE - Brasil","E","3732.00","1","2024-12-16"
"26114","Cliente_26114","42","Otavio","RIBEIRAO - PE - Brasil","A","3720.00","1","2024-10-16"
"38109","Cliente_38109","38","Junior","PAULISTA - PE - Brasil","A","3719.00","5","2024-12-08"
"3261","Cliente_3261","48","Flavio","JABOATAO DOS GUARARAPES - PE - Brasil","A","3707.00","2","2025-02-05"
"37841","Cliente_37841","48","Flavio","PAULISTA - PE - Brasil","A","3704.00","3","2024-11-17"
"31282","Cliente_31282","19","Evandro","RECIFE - PE - Brasil","I","3703.00","1","2024-08-18"
"35871","Cliente_35871","16","Adelmo","PAULISTA - PE - Brasil","A","3701.00","2","2025-02-09"
"5651","Cliente_5651","51","Eraldo","CABO DE SANTO AGOSTINHO - PE - Brasil","A","3700.00","2","2024-11-14"
"23164","Cliente_23164","34","Denny","RECIFE - PE - Brasil","A","3700.00","1","2024-10-10"
"37954","Cliente_37954","38","Junior","RECIFE - PE - Brasil","A","3700.00","1","2024-09-29"
"16676","Cliente_16676","42","Otavio","IGARASSU - PE - Brasil","A","3700.00","1","2025-02-19"
"5606","Cliente_5606","38","Junior","RECIFE - PE - Brasil","A","3700.00","1","2024-10-18"
"30693","Cliente_30693","28","Rodrigues","VITORIA DE SANTO ANTAO - PE - Brasil","E","3698.00","7","2025-01-05"
"45093","Cliente_45093","38","Junior","RECIFE - PE - Brasil","A","3695.00","2","2025-02-25"
"7831","Cliente_7831","28","Rodrigues","CABO DE SANTO AGOSTINHO - PE - Brasil","A","3694.00","4","2025-02-02"
"38856","Cliente_38856","28","Rodrigues","RECIFE - PE - Brasil","A","3691.00","9","2025-02-19"
"18327","Cliente_18327","25","Gilmar","JABOATAO DOS GUARARAPES - PE - Brasil","A","3689.00","13","2025-02-11"
"10795","Cliente_10795","41","Edson","GOIANA - PE - Brasil","A","3682.00","1","2024-10-16"
"7438","Cliente_7438","51","Eraldo","RECIFE - PE - Brasil","A","3682.00","3","2025-02-28"
"30347","Cliente_30347","19","Evandro","RECIFE - PE - Brasil","A","3680.00","2","2025-02-19"
"8575","Cliente_8575","42","Otavio","XEXEU - PE - Brasil","A","3680.00","1","2024-11-28"
"21477","Cliente_21477","41","Edson","GARANHUNS - PE - Brasil","*","3679.00","3","2025-02-11"
"14183","Cliente_14183","51","Eraldo","CAMARAGIBE - PE - Brasil","A","3676.00","4","2025-02-12"
"35757","Cliente_35757","50","Rocha","RECIFE - PE - Brasil","A","3673.00","16","2025-02-25"
"37892","Cliente_37892","34","Denny","VITORIA DE SANTO ANTAO - PE - Brasil","A","3673.00","3","2024-12-02"
"11091","Cliente_11091","16","Adelmo","JABOATAO DOS GUARARAPES - PE - Brasil","A","3670.00","2","2024-10-28"
"29691","Cliente_29691","19","Evandro","RECIFE - PE - Brasil","A","3667.00","17","2025-02-09"
"44164","Cliente_44164","21","Edilson","LAGOA DE ITAENGA - PE - Brasil","A","3665.00","4","2024-12-28"
"44347","Cliente_44347","8","Jonas","RECIFE - PE - Brasil","I","3660.00","1","2024-07-18"
"24875","Cliente_24875","42","Otavio","IGARASSU - PE - Brasil","A","3657.00","10","2024-12-31"
"32592","Cliente_32592","8","Jonas","ITAMBE - PE - Brasil","A","3653.00","1","2025-01-12"
"44960","Cliente_44960","19","Evandro","JABOATAO DOS GUARARAPES - PE - Brasil","A","3652.00","4","2024-11-07"
"34492","Cliente_34492","23","Valter","RECIFE - PE - Brasil","A","3650.00","1","2024-09-07"
"28785","Cliente_28785","19","Evandro","RECIFE - PE - Brasil","P","3649.00","4","2024-12-22"
"28246","Cliente_28246","8","Jonas","RECIFE - PE - Brasil","E","3644.00","3","2024-10-26"
"23761","Cliente_23761","8","Jonas","CABO DE SANTO AGOSTINHO - PE - Brasil","A","3642.00","5","2025-02-23"
"43241","Cliente_43241","21","Edilson","JANDUIS - RN - Brasil","P","3640.00","1","2024-07-06"
"9519","Cliente_9519","34","Denny","MORENO - PE - Brasil","A","3632.00","7","2025-01-11"
"13540","Cliente_13540","8","Jonas","RECIFE - PE - Brasil","A","3630.00","17","2024-11-24"
"184950","Cliente_184950","8","Jonas","FERNANDO DE NORONHA - PE - Brasil","A","3630.00","1","2025-02-04"
"46247","Cliente_46247","50","Rocha","RECIFE - PE - Brasil","A","3619.00","3","2025-01-08"
"1528","Cliente_1528","41","Edson","RECIFE - PE - Brasil","A","3617.00","5","2024-12-16"
"16224","Cliente_16224","42","Otavio","IPOJUCA - PE - Brasil","A","3616.00","5","2024-12-17"
"26760","Cliente_26760","50","Rocha","PETROLINA - PE - Brasil","E","3614.00","2","2024-12-20"
"23214","Cliente_23214","50","Rocha","CABO DE SANTO AGOSTINHO - PE - Brasil","A","3613.00","2","2024-11-16"
"29846","Cliente_29846","51","Eraldo","RECIFE - PE - Brasil","A","3610.00","5","2025-02-11"
"14884","Cliente_14884","34","Denny","CARPINA - PE - Brasil","A","3607.00","2","2024-12-29"
"23304","Cliente_23304","16","Adelmo","RECIFE - PE - Brasil","I","3605.00","3","2024-08-16"
"27531","Cliente_27531","19","Evandro","ESCADA - PE - Brasil","A","3600.00","1","2024-12-30"
"46707","Cliente_46707","38","Junior","SERRA TALHADA - PE - Brasil","A","3600.00","1","2025-02-23"
"29249","Cliente_29249","16","Adelmo","NATAL - RN - Brasil","A","3600.00","1","2024-09-14"
"20225","Cliente_20225","50","Rocha","MACEIO - AL - Brasil","A","3592.00","3","2024-11-16"
"4407","Cliente_4407","8","Jonas","ITAMBE - PE - Brasil","A","3590.00","3","2024-10-09"
"44973","Cliente_44973","38","Junior","RECIFE - PE - Brasil","A","3590.00","1","2024-09-13"
"41470","Cliente_41470","8","Jonas","FORTALEZA - CE - Brasil","E","3590.00","3","2025-02-28"
"30096","Cliente_30096","51","Eraldo","TIMBAUBA - PE - Brasil","*","3585.00","3","2024-12-22"
"10443","Cliente_10443","34","Denny","CAMARAGIBE - PE - Brasil","A","3584.00","2","2024-12-17"
"385","Cliente_385","25","Gilmar","RECIFE - PE - Brasil","A","3583.00","7","2025-01-19"
"8966","Cliente_8966","51","Eraldo","CORTES - PE - Brasil","A","3580.00","3","2024-10-18"
"28902","Cliente_28902","51","Eraldo","JABOATAO DOS GUARARAPES - PE - Brasil","A","3580.00","11","2025-02-23"
"6259","Cliente_6259","50","Rocha","SERRA TALHADA - PE - Brasil","E","3580.00","4","2024-12-31"
"37004","Cliente_37004","25","Gilmar","NAZARE DA MATA - PE - Brasil","A","3575.00","2","2024-11-23"
"44623","Cliente_44623","50","Rocha","RECIFE - PE - Brasil","I","3570.00","1","2024-08-11"
"32355","Cliente_32355","41","Edson","RECIFE - PE - Brasil","A","3569.00","13","2025-01-17"
"42482","Cliente_42482","48","Flavio","RECIFE - PE - Brasil","A","3555.00","9","2025-02-27"
"26732","Cliente_26732","42","Otavio","OLINDA - PE - Brasil","I","3554.00","1","2024-08-01"
"32767","Cliente_32767","28","Rodrigues","JABOATAO DOS GUARARAPES - PE - Brasil","I","3552.00","1","2024-08-30"
"19737","Cliente_19737","51","Eraldo","ITAMBE - PE - Brasil","A","3550.00","2","2024-12-02"
"7291","Cliente_7291","8","Jonas","ARACOIABA - PE - Brasil","A","3549.00","5","2025-01-05"
"37197","Cliente_37197","51","Eraldo","RIO LARGO - AL - Brasil","A","3545.00","1","2025-01-29"
"30149","Cliente_30149","38","Junior","PETROLINA - PE - Brasil","A","3540.00","2","2025-02-25"
"33697","Cliente_33697","42","Otavio","ITAMBE - PE - Brasil","A","3538.00","1","2024-11-14"
"31976","Cliente_31976","48","Flavio","CABO DE SANTO AGOSTINHO - PE - Brasil","A","3537.00","3","2024-11-23"
"12061","Cliente_12061","51","Eraldo","RECIFE - PE - Brasil","A","3530.00","3","2024-10-14"
"23721","Cliente_23721","51","Eraldo","IPOJUCA - PE - Brasil","E","3529.00","5","2025-02-24"
"45534","Cliente_45534","48","Flavio","CARUARU - PE - Brasil","P","3528.88","4","2024-11-27"
"16751","Cliente_16751","28","Rodrigues","LIMOEIRO - PE - Brasil","A","3524.00","10","2025-02-28"
"9269","Cliente_9269","21","Edilson","RECIFE - PE - Brasil","A","3523.00","4","2025-01-29"
"35818","Cliente_35818","23","Valter","SANTA RITA - PB - Brasil","A","3518.00","8","2025-02-19"
"182092","Cliente_182092","3","AdelmoAS","JABOATAO DOS GUARARAPES - PE - Brasil","N","3517.00","2","2024-10-23"
"31832","Cliente_31832","42","Otavio","SAO BENTO DO UNA - PE - Brasil","A","3517.00","9","2025-02-25"
"42194","Cliente_42194","38","Junior","RECIFE - PE - Brasil","A","3516.00","7","2024-12-31"
"44816","Cliente_44816","34","Denny","RECIFE - PE - Brasil","I","3515.00","1","2024-08-30"
"5460","Cliente_5460","28","Rodrigues","CABO DE SANTO AGOSTINHO - PE - Brasil","E","3506.00","7","2025-02-22"
"44584","Cliente_44584","28","Rodrigues","LIMOEIRO - PE - Brasil","I","3499.00","1","2024-08-08"
"22413","Cliente_22413","41","Edson","NATAL - RN - Brasil","P","3490.00","3","2024-09-19"
"26883","Cliente_26883","34","Denny","VITORIA DE SANTO ANTAO - PE - Brasil","A","3489.00","1","2024-12-17"
"44987","Cliente_44987","19","Evandro","OLINDA - PE - Brasil","A","3480.00","2","2024-10-06"
"21762","Cliente_21762","21","Edilson","VICENCIA - PE - Brasil","A","3477.00","2","2025-02-23"
"44544","Cliente_44544","8","Jonas","CARPINA - PE - Brasil","A","3476.00","1","2025-02-03"
"3350","Cliente_3350","51","Eraldo","CAMARAGIBE - PE - Brasil","A","3475.00","2","2025-02-05"
"46572","Cliente_46572","48","Flavio","RECIFE - PE - Brasil","A","3470.00","1","2025-02-11"
"35046","Cliente_35046","38","Junior","RECIFE - PE - Brasil","A","3465.00","1","2025-02-18"
"21327","Cliente_21327","42","Otavio","IGARASSU - PE - Brasil","A","3463.00","5","2025-02-10"
"13190","Cliente_13190","25","Gilmar","JABOATAO DOS GUARARAPES - PE - Brasil","A","3462.00","10","2025-02-28"
"45829","Cliente_45829","51","Eraldo","MORENO - PE - Brasil","A","3460.00","3","2024-12-01"
"31281","Cliente_31281","42","Otavio","JABOATAO DOS GUARARAPES - PE - Brasil","A","3459.00","6","2024-12-31"
"1570","Cliente_1570","41","Edson","RECIFE - PE - Brasil","A","3458.00","9","2025-02-09"
"46487","Cliente_46487","8","Jonas","CARPINA - PE - Brasil","A","3453.00","2","2025-02-06"
"45404","Cliente_45404","38","Junior","RECIFE - PE - Brasil","A","3450.00","1","2024-10-20"
"13533","Cliente_13533","41","Edson","JABOATAO DOS GUARARAPES - PE - Brasil","A","3449.00","6","2025-02-19"
"40291","Cliente_40291","23","Valter","ARAPIRACA - AL - Brasil","*","3447.25","2","2024-10-24"
"40267","Cliente_40267","41","Edson","CABO DE SANTO AGOSTINHO - PE - Brasil","A","3441.00","2","2025-01-28"
